"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,
"Voters Registered as of November 1, 2018",,,,,,,,,,,,,
New York  County,,,,,,,,,,,,,
,,,,,,,,,,,,,
COUNTY,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
New York ,New York 67004,Inactive,101,13,0,0,1,13,0,0,0,27,155
New York ,New York 67004,Total,656,68,2,3,1,42,0,0,0,203,975
,,,,,,,,,,,,,
New York ,New York 67005,Active,811,44,2,3,0,35,1,0,0,168,"1,064"
New York ,New York 67005,Inactive,108,19,0,0,0,3,0,0,0,37,167
New York ,New York 67005,Total,919,63,2,3,0,38,1,0,0,205,"1,231"
,,,,,,,,,,,,,
New York ,New York 67006,Active,558,73,1,2,0,15,2,0,0,172,823
New York ,New York 67006,Inactive,103,30,0,1,1,9,0,0,1,44,189
New York ,New York 67006,Total,661,103,1,3,1,24,2,0,1,216,"1,012"
,,,,,,,,,,,,,
New York ,New York 67007,Active,439,46,2,4,2,16,1,0,0,87,597
New York ,New York 67007,Inactive,56,5,2,0,1,5,0,0,0,11,80
New York ,New York 67007,Total,495,51,4,4,3,21,1,0,0,98,677
,,,,,,,,,,,,,
New York ,New York 67008,Active,716,116,3,2,0,30,2,0,0,275,"1,144"
New York ,New York 67008,Inactive,163,32,0,1,1,6,0,0,2,62,267
New York ,New York 67008,Total,879,148,3,3,1,36,2,0,2,337,"1,411"
,,,,,,,,,,,,,
New York ,New York 67009,Active,508,100,4,0,0,20,0,0,0,237,869
New York ,New York 67009,Inactive,129,52,0,0,0,11,0,0,0,51,243
New York ,New York 67009,Total,637,152,4,0,0,31,0,0,0,288,"1,112"
,,,,,,,,,,,,,
New York ,New York 67010,Active,653,73,1,1,0,24,1,1,1,202,957
New York ,New York 67010,Inactive,100,32,0,1,0,6,0,0,1,51,191
New York ,New York 67010,Total,753,105,1,2,0,30,1,1,2,253,"1,148"
,,,,,,,,,,,,,
New York ,New York 67011,Active,280,58,3,1,0,18,0,1,1,135,497
New York ,New York 67011,Inactive,64,21,0,1,0,6,0,0,0,39,131
New York ,New York 67011,Total,344,79,3,2,0,24,0,1,1,174,628
,,,,,,,,,,,,,
New York ,New York 67012,Active,232,64,0,1,0,14,1,0,0,135,447
New York ,New York 67012,Inactive,76,40,0,0,0,7,0,0,0,44,167
New York ,New York 67012,Total,308,104,0,1,0,21,1,0,0,179,614
,,,,,,,,,,,,,
New York ,New York 67013,Active,496,92,0,1,0,17,0,0,1,212,819
New York ,New York 67013,Inactive,95,25,0,2,0,7,0,0,0,38,167
New York ,New York 67013,Total,591,117,0,3,0,24,0,0,1,250,986
,,,,,,,,,,,,,
New York ,New York 67014,Active,691,77,3,6,1,36,0,0,0,195,"1,009"
New York ,New York 67014,Inactive,91,18,0,1,0,11,0,0,0,58,179
New York ,New York 67014,Total,782,95,3,7,1,47,0,0,0,253,"1,188"
,,,,,,,,,,,,,
New York ,New York 67015,Active,587,118,1,0,2,24,0,0,2,207,941
New York ,New York 67015,Inactive,104,28,0,0,0,6,0,0,0,37,175
New York ,New York 67015,Total,691,146,1,0,2,30,0,0,2,244,"1,116"
,,,,,,,,,,,,,
New York ,New York 67016,Active,456,112,7,2,0,42,0,0,0,212,831
New York ,New York 67016,Inactive,56,20,0,1,0,5,0,0,1,33,116
New York ,New York 67016,Total,512,132,7,3,0,47,0,0,1,245,947
,,,,,,,,,,,,,
New York ,New York 67017,Active,537,112,0,1,1,31,1,0,0,260,943
New York ,New York 67017,Inactive,117,33,0,1,0,13,0,0,0,53,217
New York ,New York 67017,Total,654,145,0,2,1,44,1,0,0,313,"1,160"
,,,,,,,,,,,,,
New York ,New York 67018,Active,651,101,4,1,2,37,0,1,0,206,"1,003"
New York ,New York 67018,Inactive,87,31,0,0,1,6,0,0,0,41,166
New York ,New York 67018,Total,738,132,4,1,3,43,0,1,0,247,"1,169"
,,,,,,,,,,,,,
New York ,New York 67019,Active,738,78,1,0,2,30,0,0,0,204,"1,053"
New York ,New York 67019,Inactive,109,27,1,0,0,8,0,0,0,50,195
New York ,New York 67019,Total,847,105,2,0,2,38,0,0,0,254,"1,248"
,,,,,,,,,,,,,
New York ,New York 67020,Active,540,100,1,1,1,22,1,0,0,208,874
New York ,New York 67020,Inactive,89,31,1,0,0,12,0,0,0,48,181
New York ,New York 67020,Total,629,131,2,1,1,34,1,0,0,256,"1,055"
,,,,,,,,,,,,,
New York ,New York 67021,Active,225,72,0,1,0,13,1,0,1,103,416
New York ,New York 67021,Inactive,35,27,0,0,0,4,0,0,0,24,90
New York ,New York 67021,Total,260,99,0,1,0,17,1,0,1,127,506
,,,,,,,,,,,,,
New York ,New York 67022,Active,313,70,1,0,0,17,0,0,1,139,541
New York ,New York 67022,Inactive,69,32,0,0,0,6,0,0,0,46,153
New York ,New York 67022,Total,382,102,1,0,0,23,0,0,1,185,694
,,,,,,,,,,,,,
New York ,New York 67023,Active,568,165,2,2,2,34,0,0,1,220,994
New York ,New York 67023,Inactive,102,35,0,0,0,13,0,0,0,44,194
New York ,New York 67023,Total,670,200,2,2,2,47,0,0,1,264,"1,188"
,,,,,,,,,,,,,
New York ,New York 67024,Active,649,123,1,3,0,33,0,0,0,279,"1,088"
New York ,New York 67024,Inactive,78,14,0,0,1,5,0,0,1,29,128
New York ,New York 67024,Total,727,137,1,3,1,38,0,0,1,308,"1,216"
,,,,,,,,,,,,,
New York ,New York 67025,Active,616,28,1,1,1,23,1,0,1,83,755
New York ,New York 67025,Inactive,117,5,0,0,2,4,1,0,0,30,159
New York ,New York 67025,Total,733,33,1,1,3,27,2,0,1,113,914
,,,,,,,,,,,,,
New York ,New York 67026,Active,663,44,1,0,1,21,1,0,1,146,878
New York ,New York 67026,Inactive,165,15,1,0,2,7,0,0,0,43,233
New York ,New York 67026,Total,828,59,2,0,3,28,1,0,1,189,"1,111"
,,,,,,,,,,,,,
New York ,New York 67027,Active,698,45,4,2,3,25,0,0,0,99,876
