"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,
"Voters Registered as of November 1, 2018",,,,,,,,,,,,,
Queens  County,,,,,,,,,,,,,
,,,,,,,,,,,,,
COUNTY,ELECTION DIST,STATUS,DEM,REP,CON,GRE,WOR,IND,WEP,REF,OTH,BLANK,TOTAL
,,,,,,,,,,,,,
Queens ,Queens 25024,Active,543,157,1,1,0,31,1,0,0,301,"1,035"
Queens ,Queens 25024,Inactive,27,7,0,0,0,1,0,0,0,18,53
Queens ,Queens 25024,Total,570,164,1,1,0,32,1,0,0,319,"1,088"
,,,,,,,,,,,,,
Queens ,Queens 25025,Active,569,146,6,1,2,32,1,0,0,289,"1,046"
Queens ,Queens 25025,Inactive,49,8,0,0,0,1,0,0,0,19,77
Queens ,Queens 25025,Total,618,154,6,1,2,33,1,0,0,308,"1,123"
,,,,,,,,,,,,,
Queens ,Queens 25026,Active,82,25,0,1,0,2,0,0,0,33,143
Queens ,Queens 25026,Inactive,6,2,1,0,0,0,0,0,0,1,10
Queens ,Queens 25026,Total,88,27,1,1,0,2,0,0,0,34,153
,,,,,,,,,,,,,
Queens ,Queens 25027,Active,440,143,4,2,2,21,0,0,0,296,908
Queens ,Queens 25027,Inactive,20,7,0,0,0,1,0,0,0,11,39
Queens ,Queens 25027,Total,460,150,4,2,2,22,0,0,0,307,947
,,,,,,,,,,,,,
Queens ,Queens 25028,Active,523,131,4,0,0,24,0,0,0,358,"1,040"
Queens ,Queens 25028,Inactive,24,7,0,0,0,1,0,0,0,11,43
Queens ,Queens 25028,Total,547,138,4,0,0,25,0,0,0,369,"1,083"
,,,,,,,,,,,,,
Queens ,Queens 25029,Active,464,225,15,3,4,20,1,0,0,218,950
Queens ,Queens 25029,Inactive,13,8,0,0,0,0,0,0,0,9,30
Queens ,Queens 25029,Total,477,233,15,3,4,20,1,0,0,227,980
,,,,,,,,,,,,,
Queens ,Queens 25030,Active,499,165,8,4,5,27,1,0,1,218,928
Queens ,Queens 25030,Inactive,22,12,2,1,0,0,0,0,1,14,52
Queens ,Queens 25030,Total,521,177,10,5,5,27,1,0,2,232,980
,,,,,,,,,,,,,
Queens ,Queens 25031,Active,579,74,3,0,3,16,0,0,0,172,847
Queens ,Queens 25031,Inactive,39,3,0,0,0,2,0,0,0,14,58
Queens ,Queens 25031,Total,618,77,3,0,3,18,0,0,0,186,905
,,,,,,,,,,,,,
Queens ,Queens 25032,Active,493,117,2,0,0,24,0,0,0,252,888
Queens ,Queens 25032,Inactive,27,5,0,0,0,2,0,0,0,13,47
Queens ,Queens 25032,Total,520,122,2,0,0,26,0,0,0,265,935
,,,,,,,,,,,,,
Queens ,Queens 25033,Active,376,88,2,1,4,15,2,0,0,140,628
Queens ,Queens 25033,Inactive,10,7,0,1,0,0,0,0,0,11,29
Queens ,Queens 25033,Total,386,95,2,2,4,15,2,0,0,151,657
,,,,,,,,,,,,,
Queens ,Queens 25034,Active,48,13,0,1,0,1,0,0,0,29,92
Queens ,Queens 25034,Inactive,0,1,0,0,0,0,0,0,0,1,2
Queens ,Queens 25034,Total,48,14,0,1,0,1,0,0,0,30,94
,,,,,,,,,,,,,
Queens ,Queens 25035,Active,497,168,7,1,2,25,0,0,0,270,970
Queens ,Queens 25035,Inactive,13,6,0,0,0,1,0,0,0,7,27
Queens ,Queens 25035,Total,510,174,7,1,2,26,0,0,0,277,997
,,,,,,,,,,,,,
Queens ,Queens 25036,Active,600,166,6,0,4,13,0,0,1,302,"1,092"
Queens ,Queens 25036,Inactive,26,8,3,0,0,3,0,0,0,9,49
Queens ,Queens 25036,Total,626,174,9,0,4,16,0,0,1,311,"1,141"
,,,,,,,,,,,,,
Queens ,Queens 25037,Active,491,162,8,2,1,16,1,0,1,281,963
Queens ,Queens 25037,Inactive,30,14,0,0,1,1,0,0,0,15,61
Queens ,Queens 25037,Total,521,176,8,2,2,17,1,0,1,296,"1,024"
,,,,,,,,,,,,,
Queens ,Queens 25038,Active,447,186,13,4,2,25,0,0,1,224,902
Queens ,Queens 25038,Inactive,30,11,0,0,0,0,0,0,0,9,50
Queens ,Queens 25038,Total,477,197,13,4,2,25,0,0,1,233,952
,,,,,,,,,,,,,
Queens ,Queens 25039,Active,400,137,4,0,0,26,1,0,0,161,729
Queens ,Queens 25039,Inactive,14,4,0,0,0,2,0,0,0,6,26
Queens ,Queens 25039,Total,414,141,4,0,0,28,1,0,0,167,755
,,,,,,,,,,,,,
Queens ,Queens 25040,Active,407,170,9,1,1,28,0,0,0,211,827
Queens ,Queens 25040,Inactive,14,8,1,0,0,2,0,0,0,11,36
Queens ,Queens 25040,Total,421,178,10,1,1,30,0,0,0,222,863
,,,,,,,,,,,,,
Queens ,Queens 25041,Active,191,53,2,0,2,11,0,0,0,110,369
Queens ,Queens 25041,Inactive,15,2,0,0,1,1,0,0,0,12,31
Queens ,Queens 25041,Total,206,55,2,0,3,12,0,0,0,122,400
,,,,,,,,,,,,,
Queens ,Queens 25042,Active,290,96,2,1,3,12,0,1,0,167,572
Queens ,Queens 25042,Inactive,17,2,1,0,0,1,0,0,0,13,34
Queens ,Queens 25042,Total,307,98,3,1,3,13,0,1,0,180,606
,,,,,,,,,,,,,
Queens ,Queens 25043,Active,550,142,5,1,4,19,0,0,0,311,"1,032"
Queens ,Queens 25043,Inactive,40,5,1,0,0,4,0,0,0,19,69
Queens ,Queens 25043,Total,590,147,6,1,4,23,0,0,0,330,"1,101"
,,,,,,,,,,,,,
Queens ,Queens 25044,Active,597,112,7,0,6,13,1,1,1,290,"1,028"
Queens ,Queens 25044,Inactive,22,4,0,0,0,3,0,0,0,10,39
Queens ,Queens 25044,Total,619,116,7,0,6,16,1,1,1,300,"1,067"
,,,,,,,,,,,,,
Queens ,Queens 25045,Active,563,109,2,2,2,23,2,1,0,348,"1,052"
Queens ,Queens 25045,Inactive,20,2,0,0,0,0,0,0,0,3,25
Queens ,Queens 25045,Total,583,111,2,2,2,23,2,1,0,351,"1,077"
,,,,,,,,,,,,,
Queens ,Queens 25046,Active,579,88,1,5,7,27,1,1,0,365,"1,074"
Queens ,Queens 25046,Inactive,31,5,1,0,0,2,0,0,0,16,55
Queens ,Queens 25046,Total,610,93,2,5,7,29,1,1,0,381,"1,129"
,,,,,,,,,,,,,
Queens ,Queens 25047,Active,534,142,2,0,2,11,2,0,0,315,"1,008"
Queens ,Queens 25047,Inactive,20,6,0,0,0,1,0,0,0,15,42
Queens ,Queens 25047,Total,554,148,2,0,2,12,2,0,0,330,"1,050"
,,,,,,,,,,,,,
Queens ,Queens 25048,Active,519,97,5,2,0,28,1,0,0,277,929
Queens ,Queens 25048,Inactive,31,6,0,0,2,1,0,0,0,19,59
Queens ,Queens 25048,Total,550,103,5,2,2,29,1,0,0,296,988
,,,,,,,,,,,,,
Queens ,Queens 25049,Active,560,102,2,1,4,25,1,0,0,349,"1,044"
Queens ,Queens 25049,Inactive,24,2,0,0,1,1,0,0,0,9,37
Queens ,Queens 25049,Total,584,104,2,1,5,26,1,0,0,358,"1,081"
,,,,,,,,,,,,,
Queens ,Queens 25050,Active,623,91,3,2,0,17,3,0,0,311,"1,050"
Queens ,Queens 25050,Inactive,34,3,0,0,0,1,0,0,0,23,61
Queens ,Queens 25050,Total,657,94,3,2,0,18,3,0,0,334,"1,111"
,,,,,,,,,,,,,
Queens ,Queens 25051,Active,588,81,1,0,4,13,1,0,0,301,989
Queens ,Queens 25051,Inactive,34,4,0,0,0,0,0,0,0,19,57
Queens ,Queens 25051,Total,622,85,1,0,4,13,1,0,0,320,"1,046"
,,,,,,,,,,,,,
Queens ,Queens 25052,Active,512,87,1,4,3,14,1,0,0,235,857
Queens ,Queens 25052,Inactive,65,11,0,0,0,1,0,0,0,19,96
Queens ,Queens 25052,Total,577,98,1,4,3,15,1,0,0,254,953
,,,,,,,,,,,,,
Queens ,Queens 25053,Active,712,81,3,1,1,18,0,0,0,242,"1,058"
Queens ,Queens 25053,Inactive,57,6,0,0,0,1,0,0,0,17,81
Queens ,Queens 25053,Total,769,87,3,1,1,19,0,0,0,259,"1,139"
,,,,,,,,,,,,,
Queens ,Queens 25054,Active,592,46,4,2,1,13,1,0,0,178,837
Queens ,Queens 25054,Inactive,64,2,0,0,0,1,0,0,0,21,88
Queens ,Queens 25054,Total,656,48,4,2,1,14,1,0,0,199,925
,,,,,,,,,,,,,
Queens ,Queens 25055,Active,577,74,1,1,1,13,1,0,0,242,910
Queens ,Queens 25055,Inactive,50,6,0,1,1,0,0,0,0,13,71
Queens ,Queens 25055,Total,627,80,1,2,2,13,1,0,0,255,981
,,,,,,,,,,,,,
Queens ,Queens 25056,Active,486,69,4,0,5,12,0,0,0,274,850
Queens ,Queens 25056,Inactive,21,6,0,1,0,2,0,0,0,14,44
Queens ,Queens 25056,Total,507,75,4,1,5,14,0,0,0,288,894
,,,,,,,,,,,,,
Queens ,Queens 25057,Active,469,143,4,4,2,15,0,0,0,255,892
Queens ,Queens 25057,Inactive,23,4,0,0,0,0,0,0,0,5,32
Queens ,Queens 25057,Total,492,147,4,4,2,15,0,0,0,260,924
,,,,,,,,,,,,,
Queens ,Queens 25058,Active,546,184,6,1,2,38,1,0,0,283,"1,061"
Queens ,Queens 25058,Inactive,39,18,1,0,0,1,0,0,0,30,89
Queens ,Queens 25058,Total,585,202,7,1,2,39,1,0,0,313,"1,150"
,,,,,,,,,,,,,
Queens ,Queens 25059,Active,601,135,4,1,2,31,0,0,0,310,"1,084"
Queens ,Queens 25059,Inactive,42,10,1,0,0,2,0,0,0,18,73
Queens ,Queens 25059,Total,643,145,5,1,2,33,0,0,0,328,"1,157"
,,,,,,,,,,,,,
Queens ,Queens 25060,Active,341,111,0,1,1,14,0,0,0,235,703
Queens ,Queens 25060,Inactive,9,4,0,0,0,2,0,0,0,8,23
Queens ,Queens 25060,Total,350,115,0,1,1,16,0,0,0,243,726
,,,,,,,,,,,,,
Queens ,Queens 25061,Active,594,151,1,3,4,25,0,0,0,294,"1,072"
Queens ,Queens 25061,Inactive,37,11,0,0,0,1,0,0,0,24,73
Queens ,Queens 25061,Total,631,162,1,3,4,26,0,0,0,318,"1,145"
,,,,,,,,,,,,,
Queens ,Queens 25062,Active,556,101,4,1,2,22,0,0,0,313,999
Queens ,Queens 25062,Inactive,55,19,0,2,0,7,0,0,0,40,123
Queens ,Queens 25062,Total,611,120,4,3,2,29,0,0,0,353,"1,122"
,,,,,,,,,,,,,
Queens ,Queens 25063,Active,454,104,2,0,1,17,0,0,0,270,848
Queens ,Queens 25063,Inactive,28,9,0,0,0,0,0,0,0,13,50
Queens ,Queens 25063,Total,482,113,2,0,1,17,0,0,0,283,898
,,,,,,,,,,,,,
Queens ,Queens 25064,Active,451,150,9,1,1,20,2,0,2,216,852
Queens ,Queens 25064,Inactive,28,7,1,0,0,2,0,0,0,18,56
Queens ,Queens 25064,Total,479,157,10,1,1,22,2,0,2,234,908
,,,,,,,,,,,,,
Queens ,Queens 25065,Active,492,93,7,1,6,19,0,0,0,222,840
Queens ,Queens 25065,Inactive,49,7,1,0,0,4,0,0,0,20,81
Queens ,Queens 25065,Total,541,100,8,1,6,23,0,0,0,242,921
,,,,,,,,,,,,,
Queens ,Queens 25066,Active,75,20,0,0,0,2,0,0,0,38,135
Queens ,Queens 25066,Inactive,4,1,0,0,0,0,0,0,0,2,7
Queens ,Queens 25066,Total,79,21,0,0,0,2,0,0,0,40,142
,,,,,,,,,,,,,
Queens ,Queens 25068,Active,439,83,7,1,1,18,0,0,1,264,814
Queens ,Queens 25068,Inactive,13,7,0,0,0,0,0,0,0,6,26
Queens ,Queens 25068,Total,452,90,7,1,1,18,0,0,1,270,840
,,,,,,,,,,,,,
Queens ,Queens 25069,Active,257,124,3,1,3,15,0,0,2,188,593
Queens ,Queens 25069,Inactive,7,0,0,0,0,1,0,0,1,4,13
Queens ,Queens 25069,Total,264,124,3,1,3,16,0,0,3,192,606
,,,,,,,,,,,,,
Queens ,Queens 25070,Active,259,37,1,2,0,10,1,0,0,110,420
Queens ,Queens 25070,Inactive,21,3,0,0,0,1,0,0,0,9,34
Queens ,Queens 25070,Total,280,40,1,2,0,11,1,0,0,119,454
,,,,,,,,,,,,,
Queens ,Queens 25071,Active,515,78,4,1,2,13,0,1,0,166,780
Queens ,Queens 25071,Inactive,72,11,1,0,0,1,0,0,0,27,112
Queens ,Queens 25071,Total,587,89,5,1,2,14,0,1,0,193,892
,,,,,,,,,,,,,
Queens ,Queens 25072,Active,484,100,2,2,0,18,1,0,0,206,813
Queens ,Queens 25072,Inactive,35,13,0,0,1,1,0,0,0,33,83
Queens ,Queens 25072,Total,519,113,2,2,1,19,1,0,0,239,896
,,,,,,,,,,,,,
Queens ,Queens 25073,Active,363,154,9,2,1,30,0,0,0,165,724
Queens ,Queens 25073,Inactive,11,4,0,0,0,1,0,0,0,1,17
Queens ,Queens 25073,Total,374,158,9,2,1,31,0,0,0,166,741
,,,,,,,,,,,,,
Queens ,Queens 25074,Active,439,93,2,1,4,9,1,0,0,252,801
Queens ,Queens 25074,Inactive,32,5,1,0,0,0,0,0,0,10,48
Queens ,Queens 25074,Total,471,98,3,1,4,9,1,0,0,262,849
