"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,,
"Voters Registered as of February 1, 2019",,,,,,,,,,,,,
New York  County,,,,,,,,,,,,,
,,,,,,,,,,,,,
COUNTY,ELECTION DIST,STATUS,DEM,REP,CON,WOR,GRE,LBT,IND,SAM,OTH,BLANK,TOTAL
,,,,,,,,,,,,,
New York ,New York 65001,Active,476,147,2,0,2,3,19,0,1,267,917
New York ,New York 65001,Inactive,99,47,0,0,0,3,5,0,0,57,211
New York ,New York 65001,Total,575,194,2,0,2,6,24,0,1,324,"1,128"
,,,,,,,,,,,,,
New York ,New York 65002,Active,556,180,2,2,1,4,50,0,1,317,"1,113"
New York ,New York 65002,Inactive,119,70,0,0,0,0,21,0,0,76,286
New York ,New York 65002,Total,675,250,2,2,1,4,71,0,1,393,"1,399"
,,,,,,,,,,,,,
New York ,New York 65003,Active,541,175,0,1,0,1,32,0,0,311,"1,061"
New York ,New York 65003,Inactive,88,49,0,0,0,1,5,0,0,42,185
New York ,New York 65003,Total,629,224,0,1,0,2,37,0,0,353,"1,246"
,,,,,,,,,,,,,
New York ,New York 65004,Active,525,198,2,0,2,2,49,0,1,305,"1,084"
New York ,New York 65004,Inactive,141,65,2,0,0,1,8,0,0,92,309
New York ,New York 65004,Total,666,263,4,0,2,3,57,0,1,397,"1,393"
,,,,,,,,,,,,,
New York ,New York 65005,Active,393,73,0,0,1,1,13,0,0,168,649
New York ,New York 65005,Inactive,92,23,0,1,1,0,10,0,0,61,188
New York ,New York 65005,Total,485,96,0,1,2,1,23,0,0,229,837
,,,,,,,,,,,,,
New York ,New York 65006,Active,571,126,4,0,2,3,42,0,0,207,955
New York ,New York 65006,Inactive,73,31,2,0,2,1,4,0,0,34,147
New York ,New York 65006,Total,644,157,6,0,4,4,46,0,0,241,"1,102"
,,,,,,,,,,,,,
New York ,New York 65007,Active,498,113,3,0,1,0,20,0,0,149,784
New York ,New York 65007,Inactive,26,14,1,0,1,0,2,0,0,8,52
New York ,New York 65007,Total,524,127,4,0,2,0,22,0,0,157,836
,,,,,,,,,,,,,
New York ,New York 65008,Active,648,150,1,3,2,0,23,0,1,195,"1,023"
New York ,New York 65008,Inactive,72,26,0,0,0,0,4,0,0,25,127
New York ,New York 65008,Total,720,176,1,3,2,0,27,0,1,220,"1,150"
,,,,,,,,,,,,,
New York ,New York 65009,Active,616,123,1,0,7,2,41,0,0,275,"1,065"
New York ,New York 65009,Inactive,79,20,0,0,0,1,7,0,0,33,140
New York ,New York 65009,Total,695,143,1,0,7,3,48,0,0,308,"1,205"
,,,,,,,,,,,,,
New York ,New York 65010,Active,640,113,2,0,7,1,28,0,2,268,"1,061"
New York ,New York 65010,Inactive,100,32,1,0,0,0,7,0,0,35,175
New York ,New York 65010,Total,740,145,3,0,7,1,35,0,2,303,"1,236"
,,,,,,,,,,,,,
New York ,New York 65011,Active,429,146,6,3,0,2,34,0,3,210,833
New York ,New York 65011,Inactive,113,50,1,0,0,0,15,0,0,73,252
New York ,New York 65011,Total,542,196,7,3,0,2,49,0,3,283,"1,085"
,,,,,,,,,,,,,
New York ,New York 65012,Active,349,162,1,1,2,0,36,0,0,225,776
New York ,New York 65012,Inactive,42,29,0,0,0,0,14,0,0,40,125
New York ,New York 65012,Total,391,191,1,1,2,0,50,0,0,265,901
,,,,,,,,,,,,,
New York ,New York 65013,Active,427,145,1,2,1,3,35,0,1,202,817
New York ,New York 65013,Inactive,71,27,0,0,0,1,8,0,0,33,140
New York ,New York 65013,Total,498,172,1,2,1,4,43,0,1,235,957
,,,,,,,,,,,,,
New York ,New York 65014,Active,471,165,2,2,2,0,28,0,1,282,953
New York ,New York 65014,Inactive,69,45,0,0,0,0,14,0,0,65,193
New York ,New York 65014,Total,540,210,2,2,2,0,42,0,1,347,"1,146"
,,,,,,,,,,,,,
New York ,New York 65015,Active,478,122,0,0,2,1,37,0,2,258,900
New York ,New York 65015,Inactive,76,34,0,0,0,0,6,0,0,41,157
New York ,New York 65015,Total,554,156,0,0,2,1,43,0,2,299,"1,057"
,,,,,,,,,,,,,
New York ,New York 65016,Active,637,193,6,1,3,5,52,0,3,274,"1,174"
New York ,New York 65016,Inactive,147,67,0,0,0,1,15,0,0,85,315
New York ,New York 65016,Total,784,260,6,1,3,6,67,0,3,359,"1,489"
,,,,,,,,,,,,,
New York ,New York 65017,Active,16,1,0,1,0,0,0,0,0,5,23
New York ,New York 65017,Inactive,4,0,0,0,0,0,0,0,0,0,4
New York ,New York 65017,Total,20,1,0,1,0,0,0,0,0,5,27
,,,,,,,,,,,,,
New York ,New York 65018,Active,616,46,2,2,1,0,19,0,1,148,835
New York ,New York 65018,Inactive,67,7,0,0,0,0,2,0,0,15,91
New York ,New York 65018,Total,683,53,2,2,1,0,21,0,1,163,926
,,,,,,,,,,,,,
New York ,New York 65019,Active,682,39,2,6,4,0,11,0,2,170,916
New York ,New York 65019,Inactive,93,12,0,2,0,0,1,0,0,17,125
New York ,New York 65019,Total,775,51,2,8,4,0,12,0,2,187,"1,041"
,,,,,,,,,,,,,
New York ,New York 65020,Active,661,39,2,0,1,1,19,0,0,140,863
New York ,New York 65020,Inactive,57,7,0,0,1,0,1,0,0,14,80
New York ,New York 65020,Total,718,46,2,0,2,1,20,0,0,154,943
,,,,,,,,,,,,,
New York ,New York 65021,Active,729,75,2,2,0,0,14,0,0,241,"1,063"
New York ,New York 65021,Inactive,72,9,0,0,1,0,4,0,0,32,118
New York ,New York 65021,Total,801,84,2,2,1,0,18,0,0,273,"1,181"
,,,,,,,,,,,,,
New York ,New York 65022,Active,664,125,6,1,1,0,20,0,0,288,"1,105"
New York ,New York 65022,Inactive,54,15,0,0,0,0,0,0,0,29,98
New York ,New York 65022,Total,718,140,6,1,1,0,20,0,0,317,"1,203"
,,,,,,,,,,,,,
New York ,New York 65023,Active,496,78,0,2,1,0,19,0,1,243,840
New York ,New York 65023,Inactive,39,4,0,0,0,0,0,0,0,22,65
New York ,New York 65023,Total,535,82,0,2,1,0,19,0,1,265,905
,,,,,,,,,,,,,
New York ,New York 65024,Active,641,66,2,3,1,2,14,0,0,281,"1,010"
New York ,New York 65024,Inactive,88,11,0,1,0,0,3,0,0,42,145
New York ,New York 65024,Total,729,77,2,4,1,2,17,0,0,323,"1,155"
,,,,,,,,,,,,,
New York ,New York 65025,Active,253,78,1,1,0,0,9,0,2,113,457
New York ,New York 65025,Inactive,25,4,0,0,0,0,0,0,0,10,39
New York ,New York 65025,Total,278,82,1,1,0,0,9,0,2,123,496
,,,,,,,,,,,,,
New York ,New York 65026,Active,343,63,1,2,1,0,10,0,2,134,556
New York ,New York 65026,Inactive,24,10,0,0,0,0,0,0,0,14,48
New York ,New York 65026,Total,367,73,1,2,1,0,10,0,2,148,604
,,,,,,,,,,,,,
New York ,New York 65027,Active,613,116,3,4,0,0,15,0,1,220,972
New York ,New York 65027,Inactive,75,28,1,0,0,0,0,0,0,35,139
New York ,New York 65027,Total,688,144,4,4,0,0,15,0,1,255,"1,111"
,,,,,,,,,,,,,
New York ,New York 65028,Active,480,47,1,1,2,0,9,0,0,212,752
New York ,New York 65028,Inactive,59,10,0,0,0,0,0,0,0,31,100
New York ,New York 65028,Total,539,57,1,1,2,0,9,0,0,243,852
,,,,,,,,,,,,,
New York ,New York 65029,Active,435,43,2,0,5,0,7,0,0,231,723
New York ,New York 65029,Inactive,51,5,0,0,0,0,0,0,0,22,78
New York ,New York 65029,Total,486,48,2,0,5,0,7,0,0,253,801
,,,,,,,,,,,,,
New York ,New York 65030,Active,647,76,1,4,2,0,11,0,0,239,980
New York ,New York 65030,Inactive,76,18,1,1,0,0,2,0,0,41,139
New York ,New York 65030,Total,723,94,2,5,2,0,13,0,0,280,"1,119"
,,,,,,,,,,,,,
New York ,New York 65031,Active,604,86,3,3,0,0,16,0,1,167,880
New York ,New York 65031,Inactive,49,9,0,0,0,0,3,0,0,18,79
New York ,New York 65031,Total,653,95,3,3,0,0,19,0,1,185,959
,,,,,,,,,,,,,
New York ,New York 65032,Active,585,50,2,3,4,0,11,0,1,260,916
New York ,New York 65032,Inactive,66,11,0,0,0,0,7,0,0,48,132
New York ,New York 65032,Total,651,61,2,3,4,0,18,0,1,308,"1,048"
,,,,,,,,,,,,,
New York ,New York 65033,Active,854,56,2,1,1,1,15,0,1,232,"1,163"
New York ,New York 65033,Inactive,58,3,0,0,0,0,1,0,0,12,74
New York ,New York 65033,Total,912,59,2,1,1,1,16,0,1,244,"1,237"
,,,,,,,,,,,,,
New York ,New York 65034,Active,687,36,5,3,1,0,16,0,1,183,932
New York ,New York 65034,Inactive,43,8,0,0,0,0,0,0,0,19,70
New York ,New York 65034,Total,730,44,5,3,1,0,16,0,1,202,"1,002"
,,,,,,,,,,,,,
New York ,New York 65035,Active,656,38,1,4,1,0,19,0,1,189,909
New York ,New York 65035,Inactive,40,8,0,1,0,0,1,0,0,14,64
New York ,New York 65035,Total,696,46,1,5,1,0,20,0,1,203,973
,,,,,,,,,,,,,
New York ,New York 65036,Active,601,32,0,4,0,0,10,0,2,93,742
New York ,New York 65036,Inactive,57,2,1,1,1,0,1,0,0,12,75
New York ,New York 65036,Total,658,34,1,5,1,0,11,0,2,105,817
,,,,,,,,,,,,,
New York ,New York 65037,Active,740,63,1,2,2,0,12,0,0,145,965
New York ,New York 65037,Inactive,53,2,0,0,0,0,1,0,0,14,70
New York ,New York 65037,Total,793,65,1,2,2,0,13,0,0,159,"1,035"
,,,,,,,,,,,,,
New York ,New York 65038,Active,697,42,2,2,1,0,14,0,1,148,907
New York ,New York 65038,Inactive,107,12,1,0,1,0,1,0,0,31,153
New York ,New York 65038,Total,804,54,3,2,2,0,15,0,1,179,"1,060"
,,,,,,,,,,,,,
New York ,New York 65039,Active,593,55,1,2,2,0,14,0,0,123,790
New York ,New York 65039,Inactive,39,3,0,0,0,0,2,0,0,3,47
New York ,New York 65039,Total,632,58,1,2,2,0,16,0,0,126,837
,,,,,,,,,,,,,
New York ,New York 65040,Active,669,29,0,6,0,0,13,0,0,135,852
New York ,New York 65040,Inactive,71,5,0,1,0,0,5,0,0,15,97
New York ,New York 65040,Total,740,34,0,7,0,0,18,0,0,150,949
,,,,,,,,,,,,,
New York ,New York 65041,Active,622,54,1,4,2,2,20,0,0,233,938
New York ,New York 65041,Inactive,67,6,0,0,0,0,3,0,0,24,100
New York ,New York 65041,Total,689,60,1,4,2,2,23,0,0,257,"1,038"
,,,,,,,,,,,,,
New York ,New York 65042,Active,479,42,1,4,1,0,11,0,0,98,636
New York ,New York 65042,Inactive,36,6,0,0,0,0,0,0,0,14,56
New York ,New York 65042,Total,515,48,1,4,1,0,11,0,0,112,692
,,,,,,,,,,,,,
New York ,New York 65043,Active,741,35,3,6,1,0,11,0,1,139,937
New York ,New York 65043,Inactive,77,1,1,0,0,0,3,0,0,11,93
New York ,New York 65043,Total,818,36,4,6,1,0,14,0,1,150,"1,030"
,,,,,,,,,,,,,
New York ,New York 65044,Active,741,66,3,1,3,0,19,0,2,127,962
New York ,New York 65044,Inactive,65,3,0,0,0,0,1,0,0,12,81
New York ,New York 65044,Total,806,69,3,1,3,0,20,0,2,139,"1,043"
,,,,,,,,,,,,,
New York ,New York 65045,Active,772,45,0,0,1,0,16,0,0,110,944
New York ,New York 65045,Inactive,62,8,0,1,0,0,4,0,0,14,89
New York ,New York 65045,Total,834,53,0,1,1,0,20,0,0,124,"1,033"
,,,,,,,,,,,,,
New York ,New York 65046,Active,465,54,0,1,2,1,17,0,0,71,611
New York ,New York 65046,Inactive,35,4,2,0,0,0,1,0,0,10,52
New York ,New York 65046,Total,500,58,2,1,2,1,18,0,0,81,663
,,,,,,,,,,,,,
New York ,New York 65047,Active,444,35,0,1,1,2,12,0,0,63,558
New York ,New York 65047,Inactive,44,6,0,0,0,0,1,0,0,7,58
New York ,New York 65047,Total,488,41,0,1,1,2,13,0,0,70,616
,,,,,,,,,,,,,
New York ,New York 65048,Active,558,34,0,1,2,0,15,0,0,85,695
New York ,New York 65048,Inactive,52,3,0,0,0,0,2,0,0,13,70
New York ,New York 65048,Total,610,37,0,1,2,0,17,0,0,98,765
,,,,,,,,,,,,,
New York ,New York 65049,Active,725,59,1,2,2,1,25,0,2,155,972
New York ,New York 65049,Inactive,39,3,0,0,0,0,2,0,0,13,57
New York ,New York 65049,Total,764,62,1,2,2,1,27,0,2,168,"1,029"
,,,,,,,,,,,,,
New York ,New York 65050,Active,700,49,2,3,1,0,25,0,1,150,931
New York ,New York 65050,Inactive,46,0,0,0,0,0,1,0,0,14,61
New York ,New York 65050,Total,746,49,2,3,1,0,26,0,1,164,992
,,,,,,,,,,,,,
New York ,New York 65051,Active,591,53,1,1,1,0,17,0,1,120,785
New York ,New York 65051,Inactive,60,7,0,0,0,0,0,0,0,18,85
New York ,New York 65051,Total,651,60,1,1,1,0,17,0,1,138,870
,,,,,,,,,,,,,
New York ,New York 65052,Active,414,43,2,1,3,0,17,0,0,68,548
New York ,New York 65052,Inactive,47,2,0,0,0,0,2,0,0,14,65
New York ,New York 65052,Total,461,45,2,1,3,0,19,0,0,82,613
,,,,,,,,,,,,,
New York ,New York 65053,Active,465,30,0,1,0,0,23,0,1,106,626
New York ,New York 65053,Inactive,46,6,1,0,0,0,1,0,0,9,63
New York ,New York 65053,Total,511,36,1,1,0,0,24,0,1,115,689
,,,,,,,,,,,,,
New York ,New York 65054,Active,391,42,3,1,1,1,8,0,0,96,543
New York ,New York 65054,Inactive,50,6,0,0,1,0,0,0,0,14,71
New York ,New York 65054,Total,441,48,3,1,2,1,8,0,0,110,614
,,,,,,,,,,,,,
New York ,New York 65055,Active,447,47,2,3,1,2,15,0,0,76,593
New York ,New York 65055,Inactive,41,2,0,0,0,0,1,0,0,9,53
New York ,New York 65055,Total,488,49,2,3,1,2,16,0,0,85,646
,,,,,,,,,,,,,
New York ,New York 65056,Active,854,57,0,5,1,0,16,0,0,191,"1,124"
New York ,New York 65056,Inactive,62,7,0,1,0,0,4,0,0,17,91
New York ,New York 65056,Total,916,64,0,6,1,0,20,0,0,208,"1,215"
,,,,,,,,,,,,,
New York ,New York 65057,Active,703,55,2,2,0,1,9,0,1,144,917
New York ,New York 65057,Inactive,75,11,1,0,0,0,0,0,0,22,109
New York ,New York 65057,Total,778,66,3,2,0,1,9,0,1,166,"1,026"
,,,,,,,,,,,,,
New York ,New York 65058,Active,608,68,3,2,1,1,23,0,2,261,969
New York ,New York 65058,Inactive,116,14,1,0,0,0,4,0,0,46,181
New York ,New York 65058,Total,724,82,4,2,1,1,27,0,2,307,"1,150"
,,,,,,,,,,,,,
New York ,New York 65059,Active,642,40,1,4,4,3,26,0,1,269,990
New York ,New York 65059,Inactive,77,15,0,0,1,0,0,0,0,41,134
New York ,New York 65059,Total,719,55,1,4,5,3,26,0,1,310,"1,124"
,,,,,,,,,,,,,
New York ,New York 65060,Active,642,40,1,3,1,0,12,0,4,270,973
New York ,New York 65060,Inactive,75,6,1,1,0,0,0,0,0,59,142
New York ,New York 65060,Total,717,46,2,4,1,0,12,0,4,329,"1,115"
,,,,,,,,,,,,,
New York ,New York 65061,Active,726,57,2,3,0,0,18,0,2,272,"1,080"
New York ,New York 65061,Inactive,77,16,0,0,0,0,6,0,0,46,145
New York ,New York 65061,Total,803,73,2,3,0,0,24,0,2,318,"1,225"
,,,,,,,,,,,,,
New York ,New York 65062,Active,555,57,2,2,3,0,14,0,1,232,866
New York ,New York 65062,Inactive,61,5,0,0,0,0,4,0,0,33,103
New York ,New York 65062,Total,616,62,2,2,3,0,18,0,1,265,969
,,,,,,,,,,,,,
New York ,New York 65063,Active,569,72,1,3,5,0,19,0,1,266,936
New York ,New York 65063,Inactive,77,16,1,0,0,1,4,0,0,39,138
New York ,New York 65063,Total,646,88,2,3,5,1,23,0,1,305,"1,074"
,,,,,,,,,,,,,
New York ,New York 65064,Active,639,70,0,1,3,1,25,0,0,247,986
New York ,New York 65064,Inactive,56,21,1,0,1,0,4,0,0,37,120
New York ,New York 65064,Total,695,91,1,1,4,1,29,0,0,284,"1,106"
,,,,,,,,,,,,,
New York ,New York 65065,Active,271,37,0,0,0,2,7,0,1,130,448
New York ,New York 65065,Inactive,41,12,0,0,0,0,5,0,0,21,79
New York ,New York 65065,Total,312,49,0,0,0,2,12,0,1,151,527
,,,,,,,,,,,,,
New York ,New York 65066,Active,313,51,0,2,1,0,21,0,0,117,505
New York ,New York 65066,Inactive,51,5,0,0,0,0,4,0,0,25,85
New York ,New York 65066,Total,364,56,0,2,1,0,25,0,0,142,590
,,,,,,,,,,,,,
New York ,New York 65067,Active,131,9,0,0,0,0,5,0,0,30,175
New York ,New York 65067,Inactive,14,4,0,0,0,0,0,0,0,5,23
New York ,New York 65067,Total,145,13,0,0,0,0,5,0,0,35,198
,,,,,,,,,,,,,
New York ,New York 65068,Active,660,103,3,0,2,1,23,0,0,228,"1,020"
New York ,New York 65068,Inactive,90,21,0,1,0,1,2,0,0,39,154
New York ,New York 65068,Total,750,124,3,1,2,2,25,0,0,267,"1,174"
,,,,,,,,,,,,,
New York ,New York 65069,Active,384,67,0,0,1,1,14,0,2,174,643
New York ,New York 65069,Inactive,73,22,0,0,0,0,5,0,0,40,140
New York ,New York 65069,Total,457,89,0,0,1,1,19,0,2,214,783
,,,,,,,,,,,,,
New York ,New York 65070,Active,105,20,0,1,0,3,5,0,0,46,180
New York ,New York 65070,Inactive,12,7,0,0,1,0,1,0,0,13,34
New York ,New York 65070,Total,117,27,0,1,1,3,6,0,0,59,214
,,,,,,,,,,,,,
New York ,New York 65071,Active,622,91,0,3,0,0,20,0,0,303,"1,039"
New York ,New York 65071,Inactive,79,17,0,0,0,0,6,0,0,42,144
New York ,New York 65071,Total,701,108,0,3,0,0,26,0,0,345,"1,183"
,,,,,,,,,,,,,
New York ,New York 65072,Active,621,88,3,1,2,0,27,0,2,249,993
New York ,New York 65072,Inactive,111,28,0,1,1,0,11,0,0,65,217
New York ,New York 65072,Total,732,116,3,2,3,0,38,0,2,314,"1,210"
,,,,,,,,,,,,,
New York ,New York 65073,Active,564,42,0,1,0,0,10,0,0,172,789
New York ,New York 65073,Inactive,73,5,0,0,0,0,3,0,0,17,98
New York ,New York 65073,Total,637,47,0,1,0,0,13,0,0,189,887
,,,,,,,,,,,,,
New York ,New York 65074,Active,742,42,0,3,0,1,25,0,0,162,975
New York ,New York 65074,Inactive,80,6,0,0,0,0,4,0,0,12,102
New York ,New York 65074,Total,822,48,0,3,0,1,29,0,0,174,"1,077"
,,,,,,,,,,,,,
New York ,New York 65075,Active,661,51,1,0,1,0,27,0,1,198,940
New York ,New York 65075,Inactive,72,15,0,0,1,0,6,0,0,49,143
New York ,New York 65075,Total,733,66,1,0,2,0,33,0,1,247,"1,083"
,,,,,,,,,,,,,
New York ,New York 65076,Active,724,69,1,3,4,0,31,0,0,236,"1,068"
New York ,New York 65076,Inactive,110,16,0,0,1,0,8,0,0,50,185
New York ,New York 65076,Total,834,85,1,3,5,0,39,0,0,286,"1,253"
,,,,,,,,,,,,,
New York ,New York 65077,Active,746,55,1,2,3,0,19,0,1,199,"1,026"
New York ,New York 65077,Inactive,119,11,0,0,2,0,7,0,0,51,190
New York ,New York 65077,Total,865,66,1,2,5,0,26,0,1,250,"1,216"
,,,,,,,,,,,,,
New York ,New York 65078,Active,424,42,0,1,3,1,21,0,0,127,619
New York ,New York 65078,Inactive,84,12,0,0,1,0,4,0,0,26,127
New York ,New York 65078,Total,508,54,0,1,4,1,25,0,0,153,746
,,,,,,,,,,,,,
New York ,New York 65079,Active,720,74,1,2,3,1,32,0,0,206,"1,039"
New York ,New York 65079,Inactive,114,23,1,0,4,0,6,0,0,60,208
New York ,New York 65079,Total,834,97,2,2,7,1,38,0,0,266,"1,247"
,,,,,,,,,,,,,
New York ,New York 65080,Active,696,44,1,2,5,0,26,0,2,201,977
New York ,New York 65080,Inactive,94,11,1,0,1,0,4,0,0,50,161
New York ,New York 65080,Total,790,55,2,2,6,0,30,0,2,251,"1,138"
,,,,,,,,,,,,,
New York ,New York 65081,Active,736,56,2,2,3,1,33,0,1,207,"1,041"
New York ,New York 65081,Inactive,126,4,0,0,0,0,10,0,0,46,186
New York ,New York 65081,Total,862,60,2,2,3,1,43,0,1,253,"1,227"
,,,,,,,,,,,,,
New York ,New York 65082,Active,3,0,0,0,0,0,0,0,0,0,3
New York ,New York 65082,Inactive,0,2,0,0,0,0,0,0,0,0,2
New York ,New York 65082,Total,3,2,0,0,0,0,0,0,0,0,5
,,,,,,,,,,,,,
New York ,New York 65083,Active,615,32,3,2,1,0,11,0,0,121,785
New York ,New York 65083,Inactive,67,9,0,1,0,0,3,0,0,10,90
New York ,New York 65083,Total,682,41,3,3,1,0,14,0,0,131,875
,,,,,,,,,,,,,
New York ,New York 65084,Inactive,1,1,0,0,0,0,0,0,0,0,2
New York ,New York 65084,Total,1,1,0,0,0,0,0,0,0,0,2
,,,,,,,,,,,,,
New York ,New York 65085,Active,483,145,3,0,2,0,28,0,0,274,935
New York ,New York 65085,Inactive,174,65,1,1,1,1,16,0,0,119,378
New York ,New York 65085,Total,657,210,4,1,3,1,44,0,0,393,"1,313"
,,,,,,,,,,,,,
New York ,New York 65086,Active,473,141,1,0,2,6,29,0,1,217,870
New York ,New York 65086,Inactive,59,29,0,0,0,1,9,0,0,34,132
New York ,New York 65086,Total,532,170,1,0,2,7,38,0,1,251,"1,002"
,,,,,,,,,,,,,
New York ,New York 65087,Active,505,132,2,0,2,4,28,0,1,291,965
New York ,New York 65087,Inactive,80,35,0,0,1,0,7,0,0,40,163
New York ,New York 65087,Total,585,167,2,0,3,4,35,0,1,331,"1,128"
,,,,,,,,,,,,,
New York ,New York 65088,Active,569,144,3,1,2,3,26,0,0,264,"1,012"
New York ,New York 65088,Inactive,159,50,0,0,0,0,12,0,0,63,284
New York ,New York 65088,Total,728,194,3,1,2,3,38,0,0,327,"1,296"
,,,,,,,,,,,,,
New York ,New York 65089,Active,368,140,3,1,0,1,26,0,2,213,754
New York ,New York 65089,Inactive,97,41,0,1,0,0,9,0,0,59,207
New York ,New York 65089,Total,465,181,3,2,0,1,35,0,2,272,961
,,,,,,,,,,,,,
New York ,New York 65090,Active,321,107,4,0,0,1,19,0,0,187,639
New York ,New York 65090,Inactive,67,22,0,0,0,0,7,0,0,41,137
New York ,New York 65090,Total,388,129,4,0,0,1,26,0,0,228,776
,,,,,,,,,,,,,
New York ,New York 65091,Active,568,122,3,3,4,3,29,0,4,248,984
New York ,New York 65091,Inactive,151,33,4,1,1,3,13,0,0,57,263
New York ,New York 65091,Total,719,155,7,4,5,6,42,0,4,305,"1,247"
,,,,,,,,,,,,,
New York ,New York 65092,Active,258,66,3,0,0,1,16,0,0,116,460
New York ,New York 65092,Inactive,32,12,0,0,0,1,1,0,0,21,67
New York ,New York 65092,Total,290,78,3,0,0,2,17,0,0,137,527
,,,,,,,,,,,,,
New York ,New York 65093,Active,375,88,1,1,2,1,35,0,0,189,692
New York ,New York 65093,Inactive,43,11,0,0,0,0,7,0,0,31,92
New York ,New York 65093,Total,418,99,1,1,2,1,42,0,0,220,784
,,,,,,,,,,,,,
New York ,New York 65098,Active,1,0,0,0,0,0,0,0,0,0,1
New York ,New York 65098,Total,1,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,
New York ,New York 65099,Active,394,31,0,0,2,1,17,0,1,119,565
New York ,New York 65099,Inactive,63,11,0,0,1,0,6,0,0,23,104
New York ,New York 65099,Total,457,42,0,0,3,1,23,0,1,142,669
,,,,,,,,,,,,,
New York ,New York 66001,Active,513,196,2,3,1,4,30,0,1,331,"1,081"
New York ,New York 66001,Inactive,188,115,0,1,0,0,25,0,0,117,446
New York ,New York 66001,Total,701,311,2,4,1,4,55,0,1,448,"1,527"
,,,,,,,,,,,,,
New York ,New York 66002,Active,428,113,2,1,1,0,29,0,1,181,756
New York ,New York 66002,Inactive,81,41,0,1,1,0,11,0,0,53,188
New York ,New York 66002,Total,509,154,2,2,2,0,40,0,1,234,944
,,,,,,,,,,,,,
New York ,New York 66003,Active,535,164,1,1,1,2,39,0,0,277,"1,020"
New York ,New York 66003,Inactive,83,30,0,0,0,0,10,0,0,49,172
New York ,New York 66003,Total,618,194,1,1,1,2,49,0,0,326,"1,192"
,,,,,,,,,,,,,
New York ,New York 66004,Active,513,174,2,0,2,1,40,0,0,365,"1,097"
New York ,New York 66004,Inactive,144,77,0,1,1,1,25,0,0,81,330
New York ,New York 66004,Total,657,251,2,1,3,2,65,0,0,446,"1,427"
,,,,,,,,,,,,,
New York ,New York 66005,Active,491,149,1,2,1,1,35,0,1,245,926
New York ,New York 66005,Inactive,110,64,0,0,0,0,21,0,0,63,258
New York ,New York 66005,Total,601,213,1,2,1,1,56,0,1,308,"1,184"
,,,,,,,,,,,,,
New York ,New York 66006,Active,420,114,0,0,0,0,25,0,0,161,720
New York ,New York 66006,Inactive,49,19,0,0,0,0,8,0,0,27,103
New York ,New York 66006,Total,469,133,0,0,0,0,33,0,0,188,823
,,,,,,,,,,,,,
New York ,New York 66007,Active,520,139,1,0,1,0,26,0,0,233,920
New York ,New York 66007,Inactive,52,18,0,0,1,0,3,0,0,38,112
New York ,New York 66007,Total,572,157,1,0,2,0,29,0,0,271,"1,032"
,,,,,,,,,,,,,
New York ,New York 66008,Active,711,130,3,4,0,4,26,0,0,175,"1,053"
New York ,New York 66008,Inactive,74,19,0,0,0,0,9,0,0,24,126
New York ,New York 66008,Total,785,149,3,4,0,4,35,0,0,199,"1,179"
,,,,,,,,,,,,,
New York ,New York 66009,Active,684,99,1,0,1,1,28,0,1,223,"1,038"
New York ,New York 66009,Inactive,71,13,2,0,1,0,10,0,0,30,127
New York ,New York 66009,Total,755,112,3,0,2,1,38,0,1,253,"1,165"
,,,,,,,,,,,,,
New York ,New York 66010,Active,703,90,1,3,7,2,28,0,1,239,"1,074"
New York ,New York 66010,Inactive,67,11,1,0,2,0,6,0,0,27,114
New York ,New York 66010,Total,770,101,2,3,9,2,34,0,1,266,"1,188"
,,,,,,,,,,,,,
New York ,New York 66011,Active,720,119,2,1,2,1,25,0,1,196,"1,067"
New York ,New York 66011,Inactive,128,28,0,0,0,0,9,0,0,42,207
New York ,New York 66011,Total,848,147,2,1,2,1,34,0,1,238,"1,274"
,,,,,,,,,,,,,
New York ,New York 66012,Active,579,174,1,0,0,1,37,0,0,246,"1,038"
New York ,New York 66012,Inactive,43,21,1,0,1,0,4,0,0,20,90
New York ,New York 66012,Total,622,195,2,0,1,1,41,0,0,266,"1,128"
,,,,,,,,,,,,,
New York ,New York 66013,Active,602,121,3,0,1,0,32,0,0,228,987
New York ,New York 66013,Inactive,69,33,0,0,2,0,8,0,0,37,149
New York ,New York 66013,Total,671,154,3,0,3,0,40,0,0,265,"1,136"
,,,,,,,,,,,,,
New York ,New York 66014,Active,301,35,0,0,3,0,8,0,0,111,458
New York ,New York 66014,Inactive,51,9,0,0,0,0,1,0,0,21,82
New York ,New York 66014,Total,352,44,0,0,3,0,9,0,0,132,540
,,,,,,,,,,,,,
New York ,New York 66015,Active,396,66,1,0,3,0,19,0,0,158,643
New York ,New York 66015,Inactive,57,14,0,0,0,0,6,0,0,32,109
New York ,New York 66015,Total,453,80,1,0,3,0,25,0,0,190,752
,,,,,,,,,,,,,
New York ,New York 66016,Active,14,4,0,0,0,0,3,0,0,7,28
New York ,New York 66016,Inactive,2,0,0,0,0,0,0,0,0,0,2
New York ,New York 66016,Total,16,4,0,0,0,0,3,0,0,7,30
,,,,,,,,,,,,,
New York ,New York 66017,Active,22,2,0,0,0,0,0,0,0,8,32
New York ,New York 66017,Inactive,2,0,0,0,0,0,0,0,0,8,10
