KEY,06-26-2018,09-13-2018,02-26-2019,06-25-2019,under_30,under_60,new_voter,four_x,four_x_under_30,four_x_under_60,skipped_patel,age_in_02-26-2019,age_in_06-25-2019,age_in_09-13-2018,age_in_06-26-2018
73043,5,5,2,0,0,3,0,0,0,0,3,61.3,,71.28399999999999,71.102
73044,89,109,73,0,12,50,0,0,0,0,36,59.13397260273973,,62.64614678899083,62.22651685393258
73045,29,32,17,0,2,17,0,0,0,0,6,67.10823529411766,,64.90593750000001,61.72103448275862
73046,25,34,10,0,2,8,0,0,0,0,13,71.824,,72.93705882352943,69.84320000000001
73047,48,68,42,0,3,36,0,0,0,0,28,58.82285714285713,,59.870294117647056,58.85270833333336
73048,33,40,23,0,4,31,0,0,0,0,13,53.20434782608696,,57.072750000000006,52.88999999999999
73049,83,108,74,0,7,62,0,0,0,0,38,56.952432432432424,,58.90018518518517,59.01855421686749
73050,36,51,28,0,6,18,0,0,0,0,23,61.997142857142876,,64.82196078431373,64.3275
73051,26,46,31,1,6,26,1,0,0,0,28,53.754838709677436,76.79,56.96978260869565,54.6803846153846
73052,34,42,14,0,4,20,0,0,0,0,23,66.48214285714286,,66.5404761904762,63.26676470588236
73053,49,63,39,0,5,23,0,0,0,0,20,63.1951282051282,,66.88428571428571,68.50040816326529
73054,42,69,34,0,3,18,0,0,0,0,35,69.185,,71.63855072463767,66.48119047619048
73055,65,91,39,0,3,34,0,0,0,0,33,65.72487179487179,,67.52879120879118,65.94384615384612
73056,60,95,60,0,3,28,0,0,0,0,53,68.22100000000002,,69.1097894736842,68.96700000000003
73057,78,118,58,0,4,34,0,0,0,0,58,69.70706896551724,,70.48406779661016,68.16641025641024
73058,56,77,36,0,5,25,0,0,0,0,35,69.14305555555555,,71.16688311688313,65.86446428571428
73059,52,69,41,0,3,13,0,0,0,0,29,70.44243902439024,,70.19521739130433,70.99519230769232
73060,59,96,60,0,9,36,0,0,0,0,50,66.35333333333331,,67.94031250000005,60.61813559322034
73061,44,65,40,0,3,17,0,0,0,0,26,65.71225000000001,,67.04246153846152,69.70386363636362
73062,50,77,57,0,5,35,0,0,0,0,41,64.09298245614033,,62.59999999999997,57.528800000000004
73063,74,113,66,0,9,38,0,0,0,0,49,68.04651515151514,,66.9083185840708,62.16486486486485
73064,64,90,44,0,2,39,0,0,0,0,34,65.71136363636364,,65.9501111111111,63.43249999999999
73065,89,108,66,0,9,58,0,0,0,0,39,60.73984848484849,,61.07203703703706,59.09999999999997
73066,54,59,34,0,6,20,0,0,0,0,25,63.820294117647066,,66.45457627118641,65.58351851851853
73067,32,69,36,0,1,25,0,0,0,0,47,70.37416666666668,,67.53565217391304,64.64406249999998
73068,91,129,89,0,5,56,0,0,0,0,51,65.28337078651683,,66.1798449612403,65.29021978021976
73069,138,189,96,0,8,80,0,0,0,0,67,60.15364583333331,,63.91952380952377,61.978840579710145
73070,65,87,65,0,9,39,0,0,0,0,35,63.50276923076922,,65.1405747126437,59.631076923076925
73071,55,90,48,0,10,41,0,0,0,0,50,60.85437499999998,,66.29311111111112,64.72563636363635
73072,45,72,41,0,7,40,0,0,0,0,41,66.62317073170732,,66.28569444444446,64.31911111111113
73073,82,112,74,0,9,33,0,0,0,0,46,69.91216216216215,,68.65348214285713,67.9309756097561
73074,87,114,76,0,8,63,0,0,0,0,44,62.70684210526315,,62.86201754385966,60.6509195402299
73075,63,75,51,0,8,38,0,0,0,0,23,60.57019607843138,,63.344533333333324,65.75904761904762
73076,54,77,49,0,4,32,0,0,0,0,33,63.174081632653056,,64.7551948051948,64.53648148148149
73077,48,71,48,0,6,40,0,0,0,0,37,59.75312499999999,,62.9991549295775,63.43729166666665
73078,54,81,51,0,4,31,0,0,0,0,40,63.80156862745099,,63.363086419753095,61.493333333333325
73079,83,134,76,0,9,54,0,0,0,0,65,64.69486842105263,,64.88186567164176,67.5636144578313
73080,100,146,78,0,11,40,0,0,0,0,69,65.99192307692306,,68.10938356164384,67.02740000000001
73081,63,108,67,0,6,26,0,0,0,0,51,66.14014925373135,,68.51824074074075,65.98222222222223
73082,77,101,49,0,4,35,0,0,0,0,37,66.46428571428571,,68.46336633663368,64.66389610389612
73083,106,118,82,0,14,66,0,0,0,0,32,58.7080487804878,,60.04974576271187,58.429433962264135
73084,65,77,58,0,7,62,0,0,0,0,21,50.33413793103449,,52.22857142857144,49.55199999999999
73085,72,81,60,0,12,57,0,0,0,0,22,54.918833333333346,,50.416790123456785,52.90527777777778
73086,95,129,75,0,9,39,0,0,0,0,52,64.3144,,67.134496124031,67.2702105263158
73087,95,126,84,0,8,52,0,0,0,0,48,64.75345238095237,,65.25238095238096,64.27547368421052
73088,47,73,36,0,7,32,0,0,0,0,39,66.97083333333335,,66.71260273972602,63.28212765957444
73089,96,126,79,0,11,56,0,0,0,0,47,65.17151898734178,,64.47841269841267,60.62614583333331
73090,152,177,137,0,10,119,0,0,0,0,49,58.50868613138683,,59.11700564971753,58.67888157894736
73091,129,150,95,0,7,81,0,0,0,0,44,60.237263157894745,,60.04806666666667,60.299612403100795
73092,118,146,124,0,20,76,0,0,0,0,46,60.7658064516129,,61.58452054794522,60.8727966101695
73093,124,140,95,0,13,94,0,0,0,0,34,55.22242105263156,,54.725714285714275,53.70153225806452
73094,63,105,57,0,6,32,0,0,0,0,48,69.73,,67.22419047619047,65.11
73095,94,109,74,0,15,91,0,0,0,0,32,53.885945945945934,,53.09733944954129,52.45851063829786
73096,51,83,66,0,8,44,0,0,0,0,46,63.47212121212121,,62.20132530120482,59.332549019607846
73097,75,99,45,0,9,51,0,0,0,0,43,63.251999999999995,,64.01242424242423,59.04386666666668
73098,43,47,26,0,11,26,0,0,0,0,13,56.98000000000001,,61.14723404255319,64.23046511627906
73099,51,63,40,0,4,30,0,0,0,0,23,62.17500000000001,,66.24365079365081,61.51333333333333
73100,74,93,51,9,6,55,0,7,0,2,31,61.29313725490196,67.37777777777778,60.1883870967742,57.877432432432464
73101,47,56,31,18,0,22,1,9,0,4,13,65.30064516129032,63.04888888888888,66.80517857142857,66.5931914893617
73102,55,82,48,16,5,18,1,10,0,2,38,61.73312500000001,72.683125,70.13548780487805,63.11709090909092
73103,29,45,40,16,2,17,4,9,0,1,19,64.62575,71.799375,66.89244444444446,65.26793103448276
73104,60,89,62,0,5,35,0,0,0,0,42,68.45532258064516,,67.14528089887636,64.773
73105,53,79,52,0,4,20,0,0,0,0,37,70.78423076923076,,71.98177215189871,74.69301886792452
73106,46,62,42,22,10,54,3,14,2,10,20,49.10333333333332,49.03409090909091,49.63935483870969,48.286739130434775
73107,53,78,49,0,7,34,0,0,0,0,33,62.41428571428569,,60.89730769230769,62.77056603773589
74007,40,72,56,16,5,58,0,6,0,3,37,50.57839285714285,57.43187499999999,50.319999999999986,48.736749999999994
74008,56,74,49,23,9,73,4,8,1,6,28,49.35612244897959,48.73826086956522,51.912567567567564,46.1769642857143
74010,38,68,41,15,9,58,1,7,0,7,34,47.048536585365845,52.413333333333334,47.34691176470589,46.548684210526325
74015,63,97,86,57,19,78,8,18,3,10,41,55.034651162790695,52.65035087719299,53.00298969072168,50.35936507936509
74016,23,35,18,5,5,39,0,0,0,0,15,50.495555555555555,60.001999999999995,52.89228571428571,49.64869565217393
74017,46,83,60,29,11,71,4,9,1,7,46,53.90733333333333,52.87068965517241,53.32084337349398,50.10086956521738
74018,43,58,36,24,0,37,3,11,0,4,18,60.58833333333333,62.68166666666667,60.59620689655171,60.82000000000001
74019,97,141,87,52,8,70,4,21,0,7,54,60.50103448275862,66.02403846153847,61.29709219858156,61.51432989690722
74020,112,157,99,36,17,91,0,12,0,4,59,57.43565656565655,63.62055555555556,58.366751592356714,56.701964285714276
74021,136,157,107,29,23,124,0,23,0,8,42,51.5242056074766,57.69724137931034,50.961974522292984,49.48058823529412
74022,85,105,73,33,14,78,4,12,0,4,43,57.984109589041076,57.32030303030305,57.356761904761896,50.85317647058822
74023,101,110,77,20,19,88,0,14,0,7,26,52.88896103896104,55.6995,52.94918181818184,51.00475247524753
74024,89,129,96,47,12,110,2,19,0,10,56,53.04395833333333,58.46106382978723,53.09418604651161,49.357191011235955
74025,59,80,65,28,9,89,4,12,0,9,33,49.32030769230767,51.15142857142858,48.72462500000001,44.61271186440678
74031,145,201,148,109,8,91,6,62,1,21,72,62.708716216216224,64.92853211009177,64.82502487562188,63.87096551724136
74032,97,130,101,40,17,101,0,19,1,10,48,53.78712871287128,57.40975000000001,52.8426153846154,50.097938144329916
74033,114,150,121,0,12,116,0,0,0,0,47,53.41363636363636,,52.65493333333334,50.80368421052632
74034,124,158,105,1,17,108,0,0,0,0,51,54.67361904761905,62.13,54.512784810126576,52.58016129032258
74035,31,71,55,0,4,39,0,0,0,0,45,61.746363636363625,,63.24408450704228,62.18225806451613
74036,40,41,31,0,13,37,0,0,0,0,10,49.69354838709678,,48.79585365853658,48.91875000000002
74037,54,70,53,0,10,53,0,0,0,0,25,54.446037735849075,,51.538714285714285,49.91185185185186
74038,66,95,66,0,5,59,0,0,0,0,43,57.638939393939395,,57.02389473684213,51.99742424242424
74039,94,135,93,70,11,73,6,30,0,8,51,59.38150537634406,61.43100000000001,60.43637037037036,59.4072340425532
74040,150,180,120,99,26,103,10,46,1,14,51,58.96066666666666,61.61999999999999,58.84794444444447,57.92593333333334
74041,169,186,120,102,18,103,9,54,1,15,49,62.52524999999999,61.71607843137256,59.970161290322594,59.69461538461538
74042,112,142,79,62,11,89,6,26,0,10,53,58.63962025316458,60.47048387096774,59.55373239436619,56.96517857142857
74043,182,235,161,126,19,110,8,64,0,17,76,61.67732919254656,63.04825396825397,60.022765957446815,60.359120879120844
74044,135,156,99,82,17,92,5,36,3,14,41,55.276666666666664,59.48024390243905,57.01551282051283,55.96948148148147
74045,180,218,130,112,21,107,3,57,3,20,60,59.61930769230772,60.91839285714282,60.55137614678897,58.373055555555574
74046,132,167,99,103,18,74,7,47,4,15,46,61.659595959595926,61.90155339805824,60.17209580838324,59.157803030303
74047,147,180,131,111,16,99,8,52,2,19,58,60.2163358778626,60.597477477477476,60.07394444444444,59.3367346938776
74048,137,153,99,104,20,104,14,41,2,13,41,59.12313131313131,59.23538461538461,61.08758169934638,58.81781021897811
74049,108,140,71,64,8,68,5,26,0,4,49,63.16647887323945,62.861250000000005,64.20178571428572,64.23916666666665
74050,124,165,92,72,3,67,4,36,0,10,57,65.32173913043479,67.40777777777781,63.98351515151514,64.08991935483873
74051,112,171,98,71,5,82,4,36,0,10,70,63.26244897959185,65.15464788732393,63.19982456140352,62.76026785714286
74052,122,157,94,90,6,69,5,48,1,15,47,63.38680851063831,64.21533333333333,64.27802547770702,64.97524590163934
74053,79,84,68,25,7,57,0,11,0,4,25,59.132205882352935,62.493599999999994,56.60488095238097,55.667468354430376
74054,88,125,85,36,13,55,0,19,1,3,48,60.4164705882353,64.81833333333334,62.74128000000001,61.96511363636363
74055,30,37,28,0,5,30,0,0,0,0,12,53.77035714285716,,54.54891891891892,49.416999999999994
74056,71,100,67,0,12,58,0,0,0,0,42,59.675522388059726,,60.25759999999998,56.56887323943663
74057,61,77,58,0,10,50,0,0,0,0,27,56.06258620689656,,58.191688311688324,54.6783606557377
74058,102,147,97,50,3,66,0,29,0,10,58,60.285773195876246,64.378,59.55095238095235,57.96382352941176
74059,142,171,106,49,9,94,0,30,0,16,54,60.06622641509434,59.654081632653046,59.68842105263156,59.3488028169014
74060,94,118,72,20,9,46,0,7,0,1,43,61.62527777777776,68.14000000000001,62.24432203389831,62.50734042553191
74061,119,155,95,48,4,63,1,28,0,8,50,63.932631578947365,65.16687500000002,65.01999999999998,64.02638655462182
74062,110,148,98,40,12,78,2,19,3,9,50,59.09163265306123,59.29499999999998,61.17256756756761,58.802727272727246
74063,74,79,58,23,10,40,0,15,2,5,20,62.41379310344825,64.98304347826087,64.76835443037977,60.79256756756757
74064,80,109,68,25,8,52,0,18,1,8,37,59.62514705882352,61.984399999999994,61.12467889908257,60.40462500000001
74065,50,65,36,14,12,49,1,7,0,1,22,53.29666666666665,52.767857142857146,51.269538461538474,50.41460000000002
74066,61,79,56,24,9,59,3,12,0,0,31,55.60000000000001,62.75791666666665,55.88734177215188,54.1749180327869
74067,87,112,75,46,5,57,1,24,1,11,37,61.303866666666664,63.28739130434783,59.71999999999997,60.6712643678161
74068,94,102,63,31,8,50,2,16,1,3,27,60.0552380952381,60.58290322580645,61.65539215686277,60.86212765957445
74069,45,55,46,22,4,38,2,11,0,5,20,57.73760869565217,63.62227272727274,58.57545454545455,61.16555555555554
74070,69,80,53,22,10,43,2,10,0,1,25,57.70603773584906,67.37272727272729,53.86000000000003,53.71956521739132
74071,64,76,57,30,20,66,1,19,4,11,20,51.7217543859649,51.50266666666667,52.13605263157896,49.21000000000001
74072,35,49,38,11,4,28,0,5,0,2,20,58.47947368421052,61.855454545454556,61.78448979591836,58.175142857142866
74073,89,116,89,47,8,75,3,26,1,12,42,57.56370786516853,58.256808510638294,58.013534482758615,54.729999999999976
74074,139,186,95,90,4,58,3,33,0,7,66,64.62715789473684,69.53666666666668,66.59607526881719,64.83374100719425
74075,164,207,155,115,7,78,4,60,0,13,67,65.82974193548384,67.9462608695652,67.01748792270531,64.06579268292684
74076,83,118,80,53,24,75,7,16,0,4,52,57.59274999999999,59.29377358490566,59.41610169491527,56.84253012048195
74077,58,95,66,32,14,51,1,13,0,5,44,61.83969696969697,60.625,60.7481052631579,58.111034482758626
74078,113,162,126,91,12,60,5,35,1,9,69,66.77341269841267,67.85615384615382,65.59771604938271,61.620442477876104
74079,95,115,84,66,14,54,0,31,0,8,35,62.62726190476191,65.73818181818184,60.95434782608696,62.504631578947404
74080,77,97,52,42,10,44,4,10,1,3,32,64.33653846153847,61.06547619047621,61.5203092783505,62.90571428571427
74081,13,15,7,5,7,18,1,2,0,2,5,38.64714285714286,44.303999999999995,43.24933333333333,40.456923076923076
74082,66,90,51,37,11,48,3,14,0,3,39,62.29901960784313,64.06270270270272,64.03488888888889,60.53909090909089
74083,129,153,105,77,22,99,1,40,4,14,52,56.047047619047625,56.858181818181805,56.30660130718957,55.43682170542636
74084,43,60,48,21,11,43,4,8,1,1,21,58.62354166666666,64.22952380952381,60.08549999999999,58.89744186046512
74085,27,32,23,13,5,28,3,6,0,2,12,59.037826086956514,56.59384615384614,57.63187500000001,53.20740740740741
74086,23,33,21,7,2,20,1,3,0,1,11,58.99285714285714,61.18142857142857,55.592424242424244,53.04478260869565
74087,68,92,55,32,8,51,7,17,1,7,38,58.14672727272728,62.55281250000002,63.23521739130433,60.93441176470589
74088,103,133,82,42,10,63,2,19,0,5,44,62.54756097560978,62.64357142857141,61.384962406015006,60.78990291262135
74089,102,136,122,71,8,85,3,43,2,14,47,58.875983606557384,60.33816901408451,59.22007352941178,59.61382352941177
74090,81,98,79,38,10,63,1,24,2,8,33,54.738227848101275,55.690000000000005,57.306020408163256,59.268641975308626
74091,79,104,68,34,9,52,1,15,0,1,42,60.60779411764706,61.54647058823531,60.44355769230768,59.97645569620252
74092,143,172,130,95,22,89,3,52,1,21,50,60.48776923076923,58.6398947368421,59.914186046511645,58.696713286713305
74098,100,126,85,42,13,65,3,23,1,4,44,60.406470588235315,67.96214285714284,60.53960317460319,59.19199999999998
74099,92,121,81,36,13,92,7,16,0,8,45,54.35493827160493,52.00555555555556,54.37198347107439,54.049347826086944
74100,104,136,89,57,8,65,0,34,1,12,45,63.45741573033708,61.25964912280702,56.011544117647084,58.60653846153848
74101,68,98,53,53,3,38,4,24,1,8,38,64.2756603773585,68.02830188679248,65.81346938775509,64.78926470588236
74102,32,39,28,16,8,28,1,6,1,1,11,54.45785714285715,59.819375,55.52641025641027,56.71281250000002
74103,64,74,37,16,9,43,0,10,0,5,21,55.787297297297286,53.93125,59.29,58.40890624999999
74104,65,83,51,34,10,48,1,17,0,6,32,58.07235294117647,58.83176470588234,57.02192771084338,55.958923076923064
74105,107,128,92,0,14,111,0,0,0,0,38,50.13782608695654,,50.6153125,49.346168224299085
74106,56,75,51,10,13,72,2,3,0,2,26,47.515294117647066,56.88100000000001,49.76146666666665,48.31392857142857
74107,44,48,36,18,9,34,0,10,2,5,16,54.305833333333325,55.291666666666664,55.27583333333332,56.933181818181815
75001,115,146,108,39,8,74,0,25,0,5,41,59.77324074074073,66.9228205128205,59.10280821917811,59.03330434782609
75002,113,213,198,84,9,94,1,44,0,10,109,62.61010101010102,68.34869047619048,63.15676056338026,62.71663716814159
75003,52,73,63,32,5,54,2,21,0,8,30,55.709206349206355,60.28531250000001,55.216164383561654,56.64365384615384
75004,102,143,97,33,7,81,0,17,0,1,58,56.65752577319587,66.88121212121212,56.5423776223776,54.86656862745098
75005,46,75,52,22,5,33,4,9,0,3,38,62.79346153846155,63.45681818181819,63.66133333333335,61.98717391304348
75006,154,205,121,45,6,98,0,27,0,7,70,61.76148760330579,65.43755555555556,60.23151219512196,60.117597402597404
75007,89,124,92,35,15,86,1,17,0,7,46,54.86358695652173,60.35714285714285,55.408548387096765,53.93786516853932
75008,64,75,55,14,9,45,2,7,2,3,27,58.348545454545444,55.683571428571426,57.46440000000001,58.88718750000001
75009,58,78,60,18,5,45,0,9,1,3,29,62.054999999999986,63.43388888888889,59.41115384615385,57.8446551724138
75010,77,103,80,17,5,74,0,14,0,5,37,58.69862499999999,64.11470588235294,57.36718446601942,53.27701298701296
75011,66,90,60,21,4,62,1,15,0,3,35,59.03133333333333,67.17238095238095,58.297333333333334,56.64803030303029
75016,37,66,48,8,4,52,0,4,0,2,37,56.06354166666667,58.4225,56.60378787878787,58.53513513513515
75017,69,107,73,11,8,77,0,6,0,2,47,56.49397260273972,64.52090909090909,54.37607476635515,52.558695652173895
75018,39,54,33,15,2,31,0,7,0,2,26,58.97848484848484,62.523333333333326,60.00814814814815,59.395897435897446
75019,64,89,73,23,5,60,2,7,0,3,38,56.869999999999976,60.13695652173912,56.98853932584268,56.07093749999999
75027,50,74,43,23,2,31,1,13,0,2,31,63.86813953488371,68.87739130434782,63.793648648648656,57.42400000000001
75028,103,139,115,52,6,82,2,29,0,6,55,59.38826086956522,61.47769230769232,59.90539568345324,57.75922330097087
75029,38,55,43,10,9,51,1,5,1,2,22,51.48418604651163,61.184000000000005,52.938363636363654,49.926052631578955
75030,79,90,54,15,12,58,3,6,0,1,29,59.16814814814814,55.61133333333332,58.001000000000005,56.0853164556962
75031,82,113,80,38,18,68,3,17,0,5,44,56.658125000000005,60.593684210526305,59.53840707964599,58.32634146341463
75032,112,121,80,41,13,82,2,30,2,16,26,55.203875,55.381463414634155,55.61157024793389,52.68205357142856
75033,65,83,48,8,6,53,0,4,0,1,30,53.220208333333346,67.57374999999999,55.19843373493978,53.68861538461538
75034,44,68,47,20,0,67,2,10,0,5,37,58.35723404255319,62.10949999999999,59.87426470588235,57.70659090909091
75035,19,30,27,5,3,26,0,3,0,1,16,54.6351851851852,66.72,58.519000000000005,58.776315789473685
75036,76,95,67,18,13,77,1,11,1,3,35,56.96641791044776,63.67722222222223,55.159368421052605,52.06144736842107
75037,93,141,108,43,9,86,2,26,0,8,61,58.41796296296297,56.82581395348838,58.68184397163122,57.3401075268817
75042,43,69,50,17,10,58,1,5,0,3,33,48.52960000000001,59.55176470588236,50.692463768115935,49.35697674418604
75048,78,92,62,21,8,49,1,11,1,4,29,60.52661290322581,61.08714285714285,59.00108695652173,59.36564102564102
75049,75,85,60,12,7,59,1,4,0,0,26,56.66599999999999,59.43083333333333,56.87717647058825,56.4332
75050,31,46,38,12,8,41,2,5,0,3,23,51.689736842105255,56.87500000000001,55.51065217391305,52.752903225806456
75051,22,38,24,4,9,39,2,0,0,0,21,50.552083333333336,50.885,51.28973684210526,50.304545454545455
75052,60,71,53,20,10,44,1,11,0,5,19,56.5811320754717,59.11350000000001,57.364507042253514,54.94783333333333
75053,76,82,50,28,12,53,1,10,1,5,28,58.15740000000001,57.2925,56.26512195121954,54.982500000000016
75054,47,66,38,22,10,46,2,8,0,4,26,56.61447368421054,53.62818181818182,54.84651515151514,53.53659574468084
75055,61,65,34,13,9,40,1,7,2,5,19,59.55205882352942,59.43923076923076,58.39230769230769,53.118360655737725
75056,82,109,86,16,8,55,0,11,0,4,41,62.2872093023256,60.516875000000006,62.71990825688073,61.34597560975609
75057,35,51,31,7,3,15,0,6,0,1,19,62.913548387096775,68.29428571428572,64.89921568627452,63.5
75058,93,52,33,6,16,83,1,2,0,1,14,50.981212121212124,51.64500000000001,49.20057692307694,43.935913978494625
75061,0,6,6,0,0,4,0,0,0,0,6,52.595,,52.88333333333333,
75068,58,73,44,6,9,58,0,4,1,2,30,52.18863636363637,51.373333333333335,53.95698630136988,50.60327586206897
75074,43,64,44,19,2,51,3,8,0,4,30,56.217954545454525,56.35999999999999,56.07234375000001,56.223953488372096
75075,38,53,39,15,3,17,3,5,0,1,22,63.388717948717954,68.82,65.89584905660377,64.45052631578949
75076,32,66,52,10,4,32,1,6,0,1,39,65.83403846153847,63.572,65.15863636363635,64.0240625
75087,69,96,72,10,8,55,0,7,0,3,46,60.944166666666646,63.948,60.693124999999974,57.58623188405797
75088,70,85,52,12,4,45,2,2,0,2,33,61.82038461538461,69.47583333333334,63.00988235294117,65.01942857142855
75089,22,33,27,7,4,14,0,4,0,0,15,67.84851851851852,81.82714285714285,66.30848484848485,64.03863636363636
75090,38,57,36,6,1,18,0,1,0,0,26,66.17638888888888,77.16000000000001,68.22421052631582,70.45842105263156
75091,36,50,42,6,3,25,0,4,0,0,22,64.37309523809523,75.20666666666666,65.9292,65.66805555555557
75092,71,105,61,9,2,34,1,2,0,0,49,68.55540983606558,67.51111111111112,69.01133333333334,69.57422535211268
75093,1,0,0,0,0,1,0,0,0,0,0,,,,36.09
75109,46,60,41,12,2,45,0,3,0,3,25,54.233902439024384,57.81583333333333,55.63433333333333,53.099130434782595
75110,84,113,64,25,10,82,1,13,0,2,42,55.81531250000001,65.9704,55.27646017699115,55.44238095238096
75113,94,134,106,41,8,73,0,28,0,10,54,56.74801886792451,56.571951219512194,56.537164179104494,53.77606382978723
76001,105,109,65,0,15,90,0,0,0,0,34,53.144000000000005,,54.12559633027524,53.11371428571427
76002,89,110,67,0,11,65,0,0,0,0,27,55.53104477611941,,57.435181818181825,57.36191011235954
76003,45,63,41,0,5,27,0,0,0,0,24,59.82585365853659,,62.32603174603174,61.90688888888888
76004,49,63,29,0,0,25,0,0,0,0,18,71.08724137931036,,65.35984126984128,65.19265306122448
76005,36,50,30,0,2,20,0,0,0,0,20,67.429,,66.4334,65.57611111111113
76006,74,87,58,0,5,43,0,0,0,0,25,60.78741379310344,,61.76839080459769,62.25689189189192
76007,80,90,72,0,16,70,0,0,0,0,28,55.17138888888891,,55.48533333333336,53.49412499999998
76008,47,51,36,0,8,40,0,0,0,0,18,53.270277777777785,,56.85627450980393,57.04489361702129
76009,50,65,27,0,1,22,0,0,0,0,25,70.72777777777776,,69.13061538461538,66.53960000000001
76010,85,119,94,0,13,70,0,0,0,0,46,57.85851063829788,,57.564033613445396,57.015411764705874
76011,63,66,44,0,21,61,0,0,0,0,17,42.864318181818184,,45.61454545454545,44.743492063492056
76012,79,102,60,0,7,48,0,0,0,0,34,61.62683333333334,,62.475392156862746,60.04227848101266
76013,65,82,38,0,4,24,0,0,0,0,30,71.70315789473683,,70.92378048780486,68.86046153846155
76014,64,64,40,0,7,44,0,0,0,0,15,55.54625,,56.0846875,54.97734374999999
76015,52,74,39,0,3,36,0,0,0,0,29,61.551538461538456,,63.79432432432432,61.21269230769227
76016,147,161,117,0,10,81,0,0,0,0,45,61.4152136752137,,63.88590062111798,63.1208163265306
76017,101,118,82,0,5,45,0,0,0,0,28,69.1160975609756,,65.82059322033899,64.97405940594058
76018,56,63,41,0,8,59,0,0,0,0,18,54.64146341463412,,49.48444444444445,49.567142857142876
76019,33,40,29,0,6,25,0,0,0,0,15,50.76344827586207,,57.92924999999999,58.62060606060606
76020,86,107,78,0,8,47,0,0,0,0,32,64.89051282051282,,65.45869158878504,66.35174418604655
76021,121,154,85,2,10,62,2,0,0,0,57,65.15188235294116,33.515,65.60474025974027,63.12611570247934
76022,53,77,58,0,4,32,0,0,0,0,32,59.86155172413793,,61.78311688311684,55.705283018867924
76023,46,47,28,0,3,26,0,0,0,0,10,61.92857142857143,,66.42446808510638,64.54391304347826
76024,54,81,47,0,5,34,0,0,0,0,38,64.12319148936172,,65.98456790123456,62.51833333333333
76025,103,130,82,0,1,47,0,0,0,0,39,63.7489024390244,,66.38523076923076,65.65475728155337
76026,83,97,51,0,7,48,0,0,0,0,30,61.32313725490196,,58.1961855670103,60.46168674698797
76027,77,90,60,0,19,60,0,0,0,0,29,55.68449999999999,,59.05833333333333,56.43857142857144
76028,108,138,82,0,14,63,0,0,0,0,47,59.473902439024386,,60.38188405797098,58.219444444444406
76029,58,69,39,0,6,31,0,0,0,0,19,62.0048717948718,,62.06014492753623,60.61862068965518
76030,51,66,36,0,5,29,0,0,0,0,22,62.37333333333332,,62.352878787878815,62.1670588235294
76031,55,78,62,0,1,53,0,0,0,0,34,55.619838709677424,,56.71038461538465,57.367090909090926
76032,82,127,83,0,10,53,0,0,0,0,49,61.00493975903614,,58.08188976377953,61.864756097560985
76033,70,87,49,0,8,49,0,0,0,0,28,56.46673469387755,,60.081494252873576,59.82485714285713
76034,117,144,79,0,14,69,0,0,0,0,38,59.41936708860761,,61.32604166666665,61.66205128205127
76035,126,144,92,0,4,70,0,0,0,0,38,64.8293478260869,,64.56451388888891,63.39817460317458
76036,49,61,45,0,4,32,0,0,0,0,20,58.36155555555553,,59.38819672131148,59.78163265306123
76037,58,77,53,0,8,44,0,0,0,0,28,58.00245283018869,,60.71974025974027,58.53672413793101
76038,81,94,57,0,7,46,0,0,0,0,30,61.527894736842114,,63.176914893616996,63.968271604938266
76039,81,103,64,2,11,59,0,1,0,1,36,58.65656249999999,39.485,59.440776699029165,57.34703703703703
76040,110,127,74,0,4,75,0,0,0,0,41,62.30716216216216,,61.13236220472442,59.557454545454554
76041,99,105,78,0,30,103,0,0,0,0,22,43.35448717948717,,44.835428571428565,44.894949494949486
76042,117,150,90,0,7,51,0,0,0,0,50,67.47466666666666,,66.6218666666667,67.1594017094017
76043,82,118,67,0,12,51,0,0,0,0,51,62.002388059701474,,62.81338983050846,61.13463414634146
76044,103,120,70,0,8,65,0,0,0,0,33,62.61842857142856,,59.45041666666668,60.39203883495145
76045,64,85,43,0,3,26,0,0,0,0,30,65.49534883720929,,67.77341176470584,67.08593749999999
76046,83,111,75,0,7,56,0,0,0,0,46,64.11533333333331,,64.93990990990991,61.493855421686725
76047,40,57,37,0,7,26,0,0,0,0,25,51.91567567567569,,55.97052631578945,51.433749999999996
76048,102,131,73,0,9,71,0,0,0,0,42,63.58397260273973,,60.707938931297704,58.932058823529374
76049,108,121,70,0,17,76,0,0,0,0,28,59.94485714285713,,55.07694214876035,54.6603703703704
76050,75,107,76,0,14,67,0,0,0,0,47,55.370789473684205,,59.54299065420561,55.653600000000004
76051,116,149,76,0,6,64,0,0,0,0,46,64.8078947368421,,65.16973154362417,61.94974137931034
76052,116,131,79,1,22,89,0,0,0,0,34,54.458481012658254,23.83,55.86106870229008,53.85137931034483
76053,80,85,51,0,16,68,0,0,0,0,23,57.03019607843138,,53.2824705882353,51.12387499999999
76054,92,117,77,0,17,80,0,0,0,0,39,54.015584415584414,,53.00282051282052,50.034021739130445
76055,121,144,105,1,18,105,1,0,0,0,45,56.565428571428555,25.79,54.52118055555555,52.089338842975216
76056,56,62,49,0,11,48,0,0,0,0,19,58.38346938775509,,55.600806451612904,52.79250000000002
76057,107,144,79,0,12,70,0,0,0,0,45,59.10164556962024,,59.55069444444445,59.97551401869159
